Symbol,Name,IndustryCode,Industry,Sector
MGIC,Magic Software Enterprises Ltd,57201020,소프트웨어,
IMOS,ChipMOS Technologies Inc ADR,57101020,반도체 장비 및 테스트,
BBNX,Beta Bionics Inc,56101010,첨단 의료 장비 및 기술,
CVAC,CureVac NV,56202010,생명 공학 및 의학 연구,
BCAX,Bicara Therapeutics Inc,56202010,생명 공학 및 의학 연구,
MGPI,MGP Ingredients Inc,54101020,증류주 및 포도주,
IPX,Iperionx Ltd ADR,51201050,특수 채굴 및 금속,
LENZ,LENZ Therapeutics Inc,56202010,생명 공학 및 의학 연구,
BLMN,Bloomin' Brands Inc,53301020,레스토랑 및 바,
IMNM,Immunome Inc,56202010,생명 공학 및 의학 연구,
GSBC,Great Southern Bancorp Inc,55101010,은행,
DNTH,Dianthus Therapeutics Inc,56202010,생명 공학 및 의학 연구,
TCPC,BlackRock TCP Capital Corp,55102020,투자 관리 및 펀드 운영,
TRNS,Transcat Inc,57104010,전자 장비 및 부품,
AVBP,Arrivent Biopharma Inc,56202010,생명 공학 및 의학 연구,
ASTL,Algoma Steel Group Inc,51201020,철 및 강철,
VINP,Vinci Partners Investments Ltd,55102020,투자 관리 및 펀드 운영,
BCYC,Bicycle Therapeutics PLC ADR,56202010,생명 공학 및 의학 연구,
IRMD,IRadimed Corp,56101010,첨단 의료 장비 및 기술,
HAFC,Hanmi Financial Corp,55101010,은행,
GHRS,GH Research PLC,56202010,생명 공학 및 의학 연구,
EGBN,Eagle Bancorp Inc,55101010,은행,
MRVI,Maravai LifeSciences Holdings Inc,56202010,생명 공학 및 의학 연구,
THRY,Thryv Holdings Inc,53302010,광고 및 마케팅,
TREE,Lendingtree Inc,55101030,소비자 대출,
IBCP,Independent Bank Corp (Michigan),55101010,은행,
TMC,TMC the metals company Inc,51201050,특수 채굴 및 금속,
CCAP,Crescent Capital BDC Inc,55501030,폐쇄형 펀드,
NRDS,NerdWallet Inc,55101030,소비자 대출,
OFIX,Orthofix Medical Inc,56101020,"의료 장비, 물품 및 유통",
CSIQ,Canadian Solar Inc,50201010,재생 가능 에너지 장비 및 서비스,
SVA,Sinovac Biotech Ltd,56201040,제약,
DHC,Diversified Healthcare Trust,60102040,특수 REITs,
TRVI,Trevi Therapeutics Inc,56202010,생명 공학 및 의학 연구,
GRPN,Groupon Inc,53402020,할인점,
REAL,RealReal Inc,53402010,백화점,
TLRY,Tilray Brands Inc,56201040,제약,
STKL,Sunopta Inc,54102020,식품 가공,
ORGO,Organogenesis Holdings Inc,56202010,생명 공학 및 의학 연구,
CRMD,CorMedix Inc,56201040,제약,
CRESY,Cresud SACIF y A ADR,54102010,어업 및 농업,
DAKT,Daktronics Inc,57104010,전자 장비 및 부품,
SIBN,SI-BONE Inc,56101020,"의료 장비, 물품 및 유통",
KRUS,Kura Sushi USA Inc,53301020,레스토랑 및 바,
LEGH,Legacy Housing Corp,53203010,주택 건설,
STRK,Microstrategy Perp Strike Ser A Prf Shs,57201020,소프트웨어,
MOFG,Midwestone Financial Group Inc (IOWA),55101010,은행,
NYMT,New York Mortgage Trust Inc,60102040,특수 REITs,
SCVL,Shoe Carnival Inc,53403040,의류 및 액세서리 소매,
KIDS,OrthoPediatrics Corp,56101020,"의료 장비, 물품 및 유통",
WEST,Westrock Coffee Co,54102020,식품 가공,
KALV,Kalvista Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구,
PRTH,Priority Technology Holdings Inc,57301010,핀테크,
CDXC,Chromadex Corp,56202010,생명 공학 및 의학 연구,
NAGE,Niagen Bioscience Inc,56202010,생명 공학 및 의학 연구,
FWRD,Forward Air Corp,52405010,"배달, 우편, 항공 화물 및 육상 물류",
IMTX,Immatics NV,56202010,생명 공학 및 의학 연구,
CCBG,Capital City Bank Group Inc,55101010,은행,
SION,Sionna Therapeutics Inc,56202010,생명 공학 및 의학 연구,
OSPN,OneSpan Inc,57201020,소프트웨어,
GLAD,Gladstone Capital Corp,55501030,폐쇄형 펀드,
ESQ,Esquire Financial Holdings Inc,55101010,은행,
JACK,Jack in the Box Inc,53301020,레스토랑 및 바,
ABUS,Arbutus Biopharma Corp,56202010,생명 공학 및 의학 연구,
WLDN,Willdan Group Inc,52203040,경영 지원 서비스,
WASH,Washington Trust Bancorp Inc,55101010,은행,
AKBA,Akebia Therapeutics Inc,56202010,생명 공학 및 의학 연구,
FSBC,Five Star Bancorp,55101010,은행,
SMBC,Southern Missouri Bancorp Inc,55101010,은행,
CGNT,Cognyte Software Ltd,57201020,소프트웨어,
GLDD,Great Lakes Dredge & Dock Corp,52201020,건설 및 엔지니어링,
MBUU,Malibu Boats Inc,53205020,오락용 제품,
PHAR,Pharming Group NV ADR,56201040,제약,
ORRF,Orrstown Financial Services Inc,55101010,은행,
KURA,Kura Oncology Inc,56202010,생명 공학 및 의학 연구,
HTBK,Heritage Commerce Corp,55101010,은행,
MGTX,MeiraGTx Holdings PLC,56202010,생명 공학 및 의학 연구,
THFF,First Financial Corp,55101010,은행,
ACIC,American Coastal Insurance Corp,55301020,손해보험,
CASS,Cass Information Systems Inc,52203040,경영 지원 서비스,
CSTL,Castle Biosciences Inc,56101020,"의료 장비, 물품 및 유통",
FIP,Ftai Infrastructure Inc,52405030,지상 화물 및 물류,
AGNCP,Agnc Invt 1000 Dep Shs Repstg Cum Red Prf Series F,60102040,특수 REITs,
CCD,Calamos Dynamic Convertible And Income Closed Fund,55501030,폐쇄형 펀드,
ARVN,Arvinas Inc,56202010,생명 공학 및 의학 연구,
TH,Target Hospitality Corp,53301010,"호텔, 모텔 및 크루즈 라인",
TRST,TrustCo Bank Corp NY,55101010,은행,
CATC,Cambridge Bancorp,55101010,은행,
GCT,GigaCloud Technology Inc,57201030,온라인 서비스,
ACCD,Accolade Inc,56102010,의료 시설 및 서비스,
SEAT,Vivid Seats Inc,57201030,온라인 서비스,
TBLD,Thornburg Income Builder Opportunities Trust,55501030,폐쇄형 펀드,
FLX,BingEx Ltd ADR,52405010,"배달, 우편, 항공 화물 및 육상 물류",
CHSCO,CHS Cumulative Redeemable Pref Shs Class B,54102010,어업 및 농업,
KRT,Karat Packaging Inc,51302010,용기(종이 제외) 및 포장재,
RPAY,Repay Holdings Corp,52203040,경영 지원 서비스,
RLAY,Relay Therapeutics Inc,56202010,생명 공학 및 의학 연구,
CTLP,Cantaloupe Inc,57301010,핀테크,
DGICA,Donegal Group Inc Class A,55301020,손해보험,
SHLS,Shoals Technologies Group Inc,52102030,전기 부품 및 장비,
TYRA,Tyra Biosciences Inc,56202010,생명 공학 및 의학 연구,
NCMI,National Cinemedia Inc,53302010,광고 및 마케팅,
DJCO,Daily Journal Corp,57201030,온라인 서비스,
HNST,Honest Company Inc,53403090,기타 전문 소매,
LIND,Lindblad Expeditions Holdings Inc,53301010,"호텔, 모텔 및 크루즈 라인",
FARO,FARO Technologies Inc,57104010,전자 장비 및 부품,
RMR,RMR Group Inc,60101020,부동산 서비스,
CTKB,Cytek Biosciences Inc,56101010,첨단 의료 장비 및 기술,
SPFI,South Plains Financial Inc,55101010,은행,
ORIC,Oric Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구,
ATGL,Alpha Technology Group Ltd,57201010,IT 서비스 및 컨설팅,
SCHL,Scholastic Corp,53302040,소비자 출판,
RDVT,Red Violet Inc,57201020,소프트웨어,
FRPH,FRP Holdings Inc,60101010,"부동산 임대, 개발 및 운영",
URGN,Urogen Pharma Ltd,56202010,생명 공학 및 의학 연구,
CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,54102010,어업 및 농업,
VREX,Varex Imaging Corp,56101010,첨단 의료 장비 및 기술,
FLGT,Fulgent Genetics Inc,56102010,의료 시설 및 서비스,
MAZE,Maze Therapeutics Inc,56202010,생명 공학 및 의학 연구,
CAPR,Capricor Therapeutics Inc,56202010,생명 공학 및 의학 연구,
TMCI,Treace Medical Concepts Inc,56101020,"의료 장비, 물품 및 유통",
OPT,Opthea Ltd ADR,56202010,생명 공학 및 의학 연구,
CGEM,Cullinan Therapeutics Inc,56202010,생명 공학 및 의학 연구,
METC,Ramaco Resources Inc Class A,51201020,철 및 강철,
CLMB,Climb Global Solutions Inc,57107010,통합 하드웨어 및 소프트웨어,
BTSGU,BrightSpring Health Services Units,56102010,의료 시설 및 서비스,
LYTS,LSI Industries Inc,53203020,건설 자재 및 비품,
OMER,Omeros Corp,56202010,생명 공학 및 의학 연구,
FISI,Financial Institutions Inc,55101010,은행,
SANA,Sana Biotechnology Inc,56202010,생명 공학 및 의학 연구,
VERV,Verve Therapeutics Inc,56202010,생명 공학 및 의학 연구,
PGC,Peapack-Gladstone Financial Corp,55101010,은행,
CMCO,Columbus McKinnon Corp,52102020,중장비 및 차량,
SLP,Simulations Plus Inc,56101010,첨단 의료 장비 및 기술,
HNRG,Hallador Energy Co,50101010,석탄,
HIFS,Hingham Institution For Savings,55101010,은행,
MNRO,Monro Inc,53403010,"자동차 차량, 부품 및 서비스 소매",
MPB,Mid Penn Bancorp Inc,55101010,은행,
DDI,DoubleDown Interactive Co Ltd ADR,53301030,카지노 및 도박,
ADV,Advantage Solutions Inc,53302010,광고 및 마케팅,
GAIN,Gladstone Investment Corp,55501030,폐쇄형 펀드,
GRRR,Gorilla Technology Group Inc,57201010,IT 서비스 및 컨설팅,
YORW,York Water Co,59103010,수자원 유틸리티,
DADA,Dada Nexus Ltd ADR,57201030,온라인 서비스,
ANAB,AnaptysBio Inc,56202010,생명 공학 및 의학 연구,
FMNB,Farmers National Banc Corp,55101010,은행,
EBTC,Enterprise Bancorp Inc,55101010,은행,
CHSCM,CHS Reset Rate Cumulative Redeemable Pref Shs Series 3 Class B,54102010,어업 및 농업,
SDA,SunCar Technology Group Inc,54201030,개인 서비스,
PGEN,Precigen Inc,56201040,제약,
NFBK,Northfield Bancorp Inc,55101010,은행,
VLGEA,Village Super Market Inc,54301020,식품 소매 및 유통,
CCRN,Cross Country Healthcare Inc,52203030,고용 서비스,
BMBL,Bumble Inc,57201030,온라인 서비스,
MNMD,Mind Medicine (MindMed) Inc,56202010,생명 공학 및 의학 연구,
UPB,Upstream Bio Inc,56202010,생명 공학 및 의학 연구,
BITF,Bitfarms Ltd,57301030,블록 체인 및 암호화폐,
CNDT,Conduent Inc,57201010,IT 서비스 및 컨설팅,
SAGE,SAGE Therapeutics Inc,56202010,생명 공학 및 의학 연구,
BCAL,California Bancorp,55101010,은행,
SVRA,Savara Inc,56202010,생명 공학 및 의학 연구,
LGTY,Logility Supply Chain Solutions Inc,57201020,소프트웨어,
STOK,Stoke Therapeutics Inc,56202010,생명 공학 및 의학 연구,
RSVR,Reservoir Media Inc,53302030,엔터테인먼트 제작,
API,Agora Inc ADR,57201020,소프트웨어,
WYHG,Wing Yip Food Holdings Group Ltd ADR,54102020,식품 가공,
AUTL,Autolus Therapeutics PLC ADR,56202010,생명 공학 및 의학 연구,
NNDM,Nano Dimension Ltd ADR,57104010,전자 장비 및 부품,
INNV,InnovAge Holding Corp,56102010,의료 시설 및 서비스,
CBNK,Capital Bancorp Inc,55101010,은행,
CCSI,Consensus Cloud Solutions Inc,57201020,소프트웨어,
INDI,indie Semiconductor Inc,57101010,반도체,
LINC,Lincoln Educational Services Corp,63103010,전문 및 비즈니스 교육,
CCNE,CNB Financial Corp,55101010,은행,
EVLV,Evolv Technologies Holdings Inc,57102010,통신 및 네트워킹,
VALN,Valneva SE ADR,56202010,생명 공학 및 의학 연구,
ALRS,Alerus Financial Corp,55101010,은행,
PUBM,PubMatic Inc,57201020,소프트웨어,
HONE,HarborOne Bancorp Inc,55101010,은행,
NVTS,Navitas Semiconductor Corp,57101010,반도체,
MVST,Microvast Holdings Inc,52102030,전기 부품 및 장비,
FITBI,Fifth Third Bancorp Depositary Shares Representing 1/1000th Perp Pref Shs,55101010,은행,
BIGC,Bigcommerce Holdings Inc,57201020,소프트웨어,
KROS,Keros Therapeutics Inc,56202010,생명 공학 및 의학 연구,
GLRE,Greenlight Capital Re Ltd,55301050,재보험,
TALK,Talkspace Inc,56102010,의료 시설 및 서비스,
ANSC,Agriculture & Natural Solutions Acquisition Corp,55601010,투자 지주 회사,
SFIX,Stitch Fix Inc,57201030,온라인 서비스,
SHBI,Shore Bancshares Inc,55101010,은행,
ITIC,Investors Title Co,55301020,손해보험,
TBPH,Theravance Biopharma Inc,56201040,제약,
TCBX,Third Coast Bancshares Inc,55101010,은행,
TWFG,TWFG Inc,55301010,복합보험 및 중개인,
NEXN,Nexxen International Ltd,53302010,광고 및 마케팅,
ODP,ODP Corp,53403090,기타 전문 소매,
PFIS,Peoples Financial Services Corp,55101010,은행,
GAMB,Gambling.com Group Ltd,53302010,광고 및 마케팅,
LASR,nLIGHT Inc,57101010,반도체,
DCTH,Delcath Systems Inc,56101020,"의료 장비, 물품 및 유통",
SENEA,Seneca Foods Corp Class A,54102020,식품 가공,
FFIC,Flushing Financial Corp,55101010,은행,
TRML,Tourmaline Bio Inc,56202010,생명 공학 및 의학 연구,
LVRO,Lavoro Ltd,51101020,농화학제,
ARKO,Arko Corp.,50102030,"오일, 가스 정제 및 마케팅",
ANNA,AleAnna Inc,50102020,"오일, 가스 탐사 및 생산",
BATRA,Liberty Media Liberty Braves Ord Shs  Series A,53301040,여가 및 오락시설,
CENT,Central Garden & Pet Co,54102020,식품 가공,
RCAT,Red Cat Holdings Inc,52101010,항공우주 및 방위,
PRTC,PureTech Health PLC ADR,56202010,생명 공학 및 의학 연구,
LAB,Standard BioTools Inc,56101010,첨단 의료 장비 및 기술,
ACNB,ACNB Corp,55101010,은행,
AROW,Arrow Financial Corp,55101010,은행,
ASLE,AerSale Corp,52101010,항공우주 및 방위,
SOHU,Sohu.com Ltd ADR,57201030,온라인 서비스,
ALT,Altimmune Inc,56202010,생명 공학 및 의학 연구,
COFS,ChoiceOne Financial Services Inc,55101010,은행,
CLFD,Clearfield Inc,57102010,통신 및 네트워킹,
ZVRA,Zevra Therapeutics Inc,56201040,제약,
SWBI,Smith & Wesson Brands Inc,52101010,항공우주 및 방위,
CWCO,Consolidated Water Co Ltd,59103010,수자원 유틸리티,
ORKA,Oruka Therapeutics Inc,56202010,생명 공학 및 의학 연구,
MERC,Mercer International Inc,51301020,종이 제품,
ABVX,Abivax SA ADR,56202010,생명 공학 및 의학 연구,
EYPT,EyePoint Pharmaceuticals Inc,56201040,제약,
KELYA,Kelly Services Inc Class A,52203030,고용 서비스,
CRNC,Cerence Inc,57201020,소프트웨어,
SNDL,SNDL Inc,56201040,제약,
BAND,Bandwidth Inc,57201020,소프트웨어,
CHSCN,CHS Reset Rate Pref Shs Class B Series 2,54102010,어업 및 농업,
RXT,Rackspace Technology Inc,57201010,IT 서비스 및 컨설팅,
UNTY,Unity Bancorp Inc,55101010,은행,
DH,Definitive Healthcare Corp,57201020,소프트웨어,
AIRJ,Airjoule Technologies Corp,52203010,환경 서비스 및 장비,
CHW,Calamos Global Dynamic Income Closed Fund,55501030,폐쇄형 펀드,
CVGW,Calavo Growers Inc,54102020,식품 가공,
SRDX,Surmodics Inc,56101020,"의료 장비, 물품 및 유통",
NWPX,Northwest Pipe Co,51201020,철 및 강철,
ALTI,AlTi Global  Inc,55102020,투자 관리 및 펀드 운영,
KE,Kimball Electronics Inc,57101010,반도체,
CADL,Candel Therapeutics Inc,56202010,생명 공학 및 의학 연구,
AGNCO,AGNC Investment DS REP 1/1000 Cumulative Pref Shs Series E,60102040,특수 REITs,
LPRO,Open Lending Corp,52203070,전문 정보 서비스,
TBRG,TruBridge Inc,56101010,첨단 의료 장비 및 기술,
SVC,Service Properties Trust,60102040,특수 REITs,
OFLX,Omega Flex Inc,52102010,산업용 기계 및 장비,
KRNY,Kearny Financial Corp,55101010,은행,
TTGT,TechTarget Inc,57201010,IT 서비스 및 컨설팅,
BTBT,Bit Digital Inc,57301030,블록 체인 및 암호화폐,
BYRN,Byrna Technologies Inc,52101010,항공우주 및 방위,
BPYPM,Brookfield Property Preferred Pref Shs Class A,55101050,기업 금융 서비스,
SIGA,SIGA Technologies Inc,56201040,제약,
RGC,Regencell Bioscience Holdings Ltd,56202010,생명 공학 및 의학 연구,
BWMN,Bowman Consulting Group Ltd,52201020,건설 및 엔지니어링,
GLUE,Monte Rosa Therapeutics Inc,56202010,생명 공학 및 의학 연구,
SERV,Serve Robotics Inc,52203040,경영 지원 서비스,
MITK,Mitek Systems Inc,57201020,소프트웨어,
ERAS,Erasca Inc,56202010,생명 공학 및 의학 연구,
RWAY,Runway Growth Finance Corp,55101050,기업 금융 서비스,
OUST,Ouster Inc,57104010,전자 장비 및 부품,
DHIL,Diamond Hill Investment Group Inc,55102020,투자 관리 및 펀드 운영,
NRIM,Northrim BanCorp Inc,55101010,은행,
WALD,Waldencast PLC,53403090,기타 전문 소매,
PERI,Perion Network Ltd,57201020,소프트웨어,
RICK,RCI Hospitality Holdings Inc,53301020,레스토랑 및 바,
BLDP,Ballard Power Systems Inc,50201010,재생 가능 에너지 장비 및 서비스,
IMXI,International Money Express Inc,52203040,경영 지원 서비스,
GRVY,Gravity Co Ltd ADR,57201030,온라인 서비스,
GCBC,Greene County Bancorp Inc,55101010,은행,
ALNT,Allient Inc,52102030,전기 부품 및 장비,
FBIZ,First Business Financial Services Inc,55101010,은행,
ALDX,Aldeyra Therapeutics Inc,56202010,생명 공학 및 의학 연구,
BSRR,Sierra Bancorp,55101010,은행,
APEI,American Public Education Inc,63101010,기타 교육 서비스 제공,
NYXH,Nyxoah SA,56101010,첨단 의료 장비 및 기술,
ETON,Eton Pharmaceuticals Inc,56201040,제약,
TRDA,Entrada Therapeutics Inc,56202010,생명 공학 및 의학 연구,
MREO,Mereo BioPharma Group PLC ADR,56202010,생명 공학 및 의학 연구,
ABSI,Absci Corp,56202010,생명 공학 및 의학 연구,
CCIX,Churchill Capital Corp IX,55601010,투자 지주 회사,
GILT,Gilat Satellite Networks Ltd,57102010,통신 및 네트워킹,
NATH,Nathan's Famous Inc,53301020,레스토랑 및 바,
MSBI,Midland States Bancorp Inc,55101010,은행,
RGNX,Regenxbio Inc,56202010,생명 공학 및 의학 연구,
SKYT,Skywater Technology Inc,57101010,반도체,
OABI,OmniAb Inc,56202010,생명 공학 및 의학 연구,
MFH,Mercurity Fintech Holding Inc,57301010,핀테크,
LAND,Gladstone Land Corp,60102040,특수 REITs,
CLNE,Clean Energy Fuels Corp,50102030,"오일, 가스 정제 및 마케팅",
FNKO,Funko Inc,53205010,장난감 및 어린이 제품,
TWLVU,Twelve Seas Investment Company II Units,55601010,투자 지주 회사,
BWB,Bridgewater Bancshares Inc,55101010,은행,
CARE,Carter Bankshares Inc,55101010,은행,
PHAT,Phathom Pharmaceuticals Inc,56201040,제약,
BHFAN,Brighthouse Financial 1000 DS Repstg Non Cum Pfd Ser C,55301010,복합보험 및 중개인,
HUMA,Humacyte Inc,56202010,생명 공학 및 의학 연구,
KMDA,Kamada Ltd,56201040,제약,
CCIR,Cohen Circle Acquisition Corp I,55601010,투자 지주 회사,
SLDB,Solid Biosciences Inc,56202010,생명 공학 및 의학 연구,
ANGO,AngioDynamics Inc,56101020,"의료 장비, 물품 및 유통",
INV,Innventure Inc,55102020,투자 관리 및 펀드 운영,
RNAC,Cartesian Therapeutics Inc,56202010,생명 공학 및 의학 연구,
HRTX,Heron Therapeutics Inc,56202010,생명 공학 및 의학 연구,
CRMT,America's CAR-MART Inc,53403010,"자동차 차량, 부품 및 서비스 소매",
QVCGP,Qurate Retail 8 0 Cumulative Redeemable Pref Shs,53402010,백화점,
OB,Outbrain Inc,57201030,온라인 서비스,
FRBA,FIRST BANK (Hamilton),55101010,은행,
CELC,Celcuity Inc,56202010,생명 공학 및 의학 연구,
HRZN,Horizon Technology Finance Corp,55501030,폐쇄형 펀드,
ARCT,Arcturus Therapeutics Holdings Inc,56202010,생명 공학 및 의학 연구,
NPCE,Neuropace Inc,56101010,첨단 의료 장비 및 기술,
JYD,Jayud Global Logistics Ltd,52405010,"배달, 우편, 항공 화물 및 육상 물류",
CAN,Canaan Inc ADR,57301030,블록 체인 및 암호화폐,
AURA,Aura Biosciences Inc,56202010,생명 공학 및 의학 연구,
SATL,Satellogic Inc,51201070,채굴 지원 서비스 및 장비,
GPAT,GP-Act III Acquisition Corp,55601010,투자 지주 회사,
ALFUU,Centurion Acquisition Units Expiry 22nd May 2029,55601010,투자 지주 회사,
TWNP,Twin Hospitality Group Inc,53301020,레스토랑 및 바,
